                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211205"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     200                                      484                  7.9492630067570633E+002                  1.1563186926953479E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999730920707708E-001                  3.9058181284337518E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999730920707708E-001                  3.9058181284337518E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5536421722853293E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5536421722853293E+001                 -1.5536421722853293E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6733550216456332E+000                  3.8272414761851419E+000                  2.0901695312539310E+000                  1.3367315369528880E+000                 -1.4000167676838976E-004                  9.8614141311465620E+000                 -4.1326341117973495E+000                  5.8182060559386617E+000                  5.9282054106522697E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     205                                      488                  8.7039995272833039E+002                  1.1936990618296810E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999730920707675E-001                  4.2803947370882089E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999730920707675E-001                  4.2803947370882089E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5336584875991168E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5336584875991168E+001                 -1.5336584875991168E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6743783443020885E+000                  3.8082714012653862E+000                  2.0786378484811414E+000                  1.3597949024984668E+000                 -1.2243074117896307E-004                  9.9211222916941342E+000                 -4.0842251543933976E+000                  5.8302921913669703E+000                  5.9282038966946926E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     210                                      488                  9.5260692735243879E+002                  1.2309565212100486E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999769455181120E-001                  4.6589640959655354E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999769455181120E-001                  4.6589640959655354E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5135466382432401E+001                 -9.8999999999999986E+001                 -3.0705059557726081E+001                 -1.5135466382432401E+001                 -1.5135466382432401E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6754311907046753E+000                  3.7899692350149650E+000                  2.0673810725507580E+000                  1.3823084543592339E+000                 -1.0658155548072170E-004                  9.9821754996014391E+000                 -4.0346494552289709E+000                  5.8425711037663550E+000                  5.9282054901162062E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     215                                      490                  1.0425900682535591E+003                  1.2715549291633406E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999769455181087E-001                  5.0427256696546707E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999769455181087E-001                  5.0427256696546707E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4931542124511530E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4931542124511530E+001                 -1.4931542124511530E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6764687826354763E+000                  3.7721733799906163E+000                  2.0564079611769812E+000                  1.4042546771067872E+000                 -9.2133078859434479E-005                  1.0044979493390089E+001                 -3.9836126373680347E+000                  5.8551486228284277E+000                  5.9282053481726893E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     220                                      491                  1.1414472916526715E+003                  1.3116510922290305E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999798314653554E-001                  5.4324996401506598E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999798314653554E-001                  5.4324996401506598E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4723585922271015E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4723585922271015E+001                 -1.4723585922271015E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6774792979591218E+000                  3.7549420827163882E+000                  2.0457712818925775E+000                  1.4255280356755946E+000                 -7.8867723809333273E-005                  1.0109875185174948E+001                 -3.9308474954498367E+000                  5.8681025135550309E+000                  5.9282025209053790E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     225                                      496                  1.2501549555743750E+003                  1.3546652856510122E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999812744389782E-001                  5.8276841305151161E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999812744389782E-001                  5.8276841305151161E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4510747988495289E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4510747988495289E+001                 -1.4510747988495289E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6785620152751295E+000                  3.7388692276602300E+000                  2.0355694197324823E+000                  1.4459317599957853E+000                 -6.6778268135520152E-005                  1.0177079297619349E+001                 -3.8762084847618379E+000                  5.8815049959428265E+000                  5.9281996731348030E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     230                                      498                  1.3702448891774077E+003                  1.3977480621839700E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999827174126010E-001                  6.2300924739509878E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999827174126010E-001                  6.2300924739509878E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4291163521638326E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4291163521638326E+001                 -1.4291163521638326E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796280555512602E+000                  3.7237886725085927E+000                  2.0258970616044030E+000                  1.4652764762519437E+000                 -5.5494219146733191E-005                  1.0247099378691724E+001                 -3.8193495239220026E+000                  5.8954927969084698E+000                  5.9281986185677105E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     235                                      499                  1.5029243393114916E+003                  1.4414740858855022E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999827174126010E-001                  6.6403719699382502E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999827174126010E-001                  6.6403719699382502E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4063876347226033E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4063876347226033E+001                 -1.4063876347226033E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6806612892625217E+000                  3.7100504831109098E+000                  2.0169614994830374E+000                  1.4831476004946746E+000                 -4.4800626827679488E-005                  1.0320156889844503E+001                 -3.7601390191620272E+000                  5.9101586830536617E+000                  5.9281967484918685E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     240                                      494                  1.6506591020347914E+003                  1.4898355172126825E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.0581487612847382E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.0581487612847382E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3825818488470675E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3825818488470675E+001                 -1.3825818488470675E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6816925166518555E+000                  3.6981992664552474E+000                  2.0089734363765399E+000                  1.4991237267076700E+000                 -3.4493231956394362E-005                  1.0397121910731430E+001                 -3.6979151078901968E+000                  5.9257178491241751E+000                  5.9281934287873972E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     245                                      498                  1.8163791991004439E+003                  1.5410748685610274E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.4882276624548760E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.4882276624548760E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3573388643367874E+001                 -9.8999999999999986E+001                 -2.9199909579406174E+001                 -1.3573388643367874E+001                 -1.3573388643367874E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6827999570893688E+000                  3.6892413973319242E+000                  2.0022796209398503E+000                  1.5125113575810487E+000                 -2.4187913573951990E-005                  1.0479020821129174E+001                 -3.6319527258240316E+000                  5.9424478490270305E+000                  5.9281886357759994E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     250                                      495                  2.0040130407227502E+003                  1.5961244601119919E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.9271420965703776E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999856033598489E-001                  7.9271420965703776E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3301703475922539E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3301703475922539E+001                 -1.3301703475922539E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6838675991931926E+000                  3.6839583314078097E+000                  1.9975028037701454E+000                  1.5220649919204592E+000                 -1.3209596602509252E-005                  1.0567238211832706E+001                 -3.5612642001021300E+000                  5.9607460299687807E+000                  5.9281856983965975E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     255                                      501                  2.2113582494235566E+003                  1.6264081537626338E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999870463334728E-001                  8.3679126105321366E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999870463334728E-001                  8.3679126105321366E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3013698735474952E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3013698735474952E+001                 -1.3013698735474952E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6849911357720293E+000                  3.6848586131087631E+000                  1.9957058714629485E+000                  1.5256588565348530E+000                 -9.5567457130065878E-007                  1.0660515736069172E+001                 -3.4869907264290885E+000                  5.9804654121860930E+000                  5.9281810036256233E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     260                                      501                  2.4212537011038771E+003                  1.6124489449815609E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999870463334728E-001                  8.7705612664061727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999870463334728E-001                  8.7705612664061727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2730603489375195E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2730603489375195E+001                 -1.2730603489375195E+001                 -4.3620575968184099E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6860007632835536E+000                  3.6933066673671897E+000                  1.9979106435691139E+000                  1.5212493123225226E+000                  1.2891205530283225E-005                  1.0751721705191784E+001                 -3.4149008053005021E+000                  6.0001762623895729E+000                  5.9281780695917197E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     265                                      501                  2.6113353094289332E+003                  1.5541077677541435E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999870463334728E-001                  9.0954849943106164E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999870463334728E-001                  9.0954849943106164E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2477976459989021E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2477976459989021E+001                 -1.2477976459989021E+001                 -4.0733176838448465E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6868725246694538E+000                  3.7087255931794392E+000                  2.0038765837034385E+000                  1.5093174320538725E+000                  2.7888975680872471E-005                  1.0832523400710302E+001                 -3.3515259574691565E+000                  6.0180409999831399E+000                  5.9281794377761576E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     270                                      503                  2.7746553767022187E+003                  1.4869639318556289E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999870463334728E-001                  9.3390560169167580E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999870463334728E-001                  9.3390560169167580E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2261413976244972E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2261413976244972E+001                 -1.2261413976244972E+001                 -3.9889365067708894E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6876149701127083E+000                  3.7288683206439002E+000                  2.0124630565491590E+000                  1.4921444863624318E+000                  4.3255856634947674E-005                  1.0901229610507983E+001                 -3.2980392781453149E+000                  6.0335616542503514E+000                  5.9281786568341799E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     275                                      507                  2.9158035674249663E+003                  1.4274573074747430E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999856033598500E-001                  9.5196711495698239E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999856033598500E-001                  9.5196711495698239E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2073070927872619E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2073070927872621E+001                 -1.2073070927872619E+001                 -3.9228136643787039E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6882927864513264E+000                  3.7520380722289191E+000                  2.0226922996644321E+000                  1.4716860001318852E+000                  5.7961005168373558E-005                  1.0960489364549883E+001                 -3.2522297808138805E+000                  6.0472251977251670E+000                  5.9281749583496957E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     280                                      507                  3.0406212681949110E+003                  1.3782686451256136E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999856033598500E-001                  9.6535367807582917E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999856033598500E-001                  9.6535367807582917E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1904624856086413E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1904624856086413E+001                 -1.1904624856086413E+001                 -3.8646856093285585E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6889671728238134E+000                  3.7769963675100451E+000                  2.0338226745600223E+000                  1.4494252503407048E+000                  7.0226943337029247E-005                  1.1013065635581640E+001                 -3.2118629326863064E+000                  6.0595763906510136E+000                  5.9281714953945763E-001                  8.7970426389971090E-001                  1.2202349248184676E+000                  7.5939999999999996E-001                  2.4037441660173439E-001                  3.4416073257056058E-005                  9.3604492797731746E-005                  1.0081585205318554E-005                  3.4416073257056194E-005                  9.3604492797731774E-005                  9.1128000000000053E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
