                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211201"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      480                  1.0000000000000001E-005                 -4.9999999999999991E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  4.0496896956143484E-004                  9.9997170499180821E-001                  3.3790333224486130E-002                  5.9864094960121461E-003                  1.7265305445672366E-003                  9.9997170499180821E-001                  3.3790333224486130E-002                  5.9864094960121461E-003                  1.7265305445672366E-003                 -2.1579737605007562E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1579737605007562E+001                 -2.1579737605007562E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5948746313790978E+000                  3.7211332162272703E+000                  2.1940761818080654E+000                  8.2788824018063734E-001                 -5.8856848626910940E-001                  8.8305962789103720E+000                 -4.7855762551287029E+000                  5.4771667733823168E+000                  6.2093319988294382E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059784E-003                  9.3604492797742141E-003                  4.2000000000000037E+000                  1.6798212141884934E+000                                        0                                        0                                        5 
                                       5                                      480                  7.4416000000000000E-005                 -4.6832750158095005E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  4.0458479739944236E-004                  9.9997170499180821E-001                  3.3790265494619900E-002                  5.9864094960121461E-003                  1.7265305457213737E-003                  9.9997170499180821E-001                  3.3790265494619900E-002                  5.9864094960121461E-003                  1.7265305457213737E-003                 -2.1579736220122150E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579736220122150E+001                 -2.1579736220122150E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5939943211938687E+000                  3.7175533861881922E+000                  2.1940468871589860E+000                  8.2794682947879661E-001                 -5.4545761336648879E-001                  8.8305968336202074E+000                 -4.7855752841263364E+000                  5.4771664199085466E+000                  6.2093320048527867E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059780E-003                  9.3604492797742141E-003                  4.2000000000000037E+000                  1.6798212141884934E+000                                        0                                        0                                        5 
                                      10                                      477                  2.5958682111999992E-004                 -4.2873687855713767E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  4.0328326852908709E-004                  9.9997170499180821E-001                  3.3790114995425481E-002                  5.9864094960119241E-003                  1.7265304608854192E-003                  9.9997170499180821E-001                  3.3790114995425481E-002                  5.9864094960119241E-003                  1.7265304608854192E-003                 -2.1579732126933159E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579732126933159E+001                 -2.1579732126933159E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5919021820500596E+000                  3.7090403712284297E+000                  2.1939746579667223E+000                  8.2809128786332364E-001                 -4.4508188303316643E-001                  8.8305982724061476E+000                 -4.7855731115703692E+000                  5.4771658098709182E+000                  6.2093320153439724E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059771E-003                  9.3604492797742141E-003                  4.2000000000000028E+000                  1.6798212141884934E+000                                        0                                        0                                        5 
                                      15                                      480                  7.2035107872931792E-004                 -3.8914625553332525E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  3.9863571932950915E-004                  9.9997170499180821E-001                  3.3789900980482790E-002                  5.9864094960121461E-003                  2.4156083153711373E-004                  9.9997170499180821E-001                  3.3789900980482790E-002                  5.9864094960121461E-003                  2.4156083153711373E-004                 -2.1579721766391593E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579721766391593E+001                 -2.1579721766391593E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5884344952309428E+000                  3.6949153634462375E+000                  2.1938475277138587E+000                  8.2834554836905083E-001                 -2.8934309655395352E-001                  8.8306011828721349E+000                 -4.7855697276052469E+000                  5.4771654721315519E+000                  6.2093320215722914E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059771E-003                  9.3604492797742141E-003                  4.2000000000000037E+000                  1.6798212141884934E+000                                        0                                        0                                        3 
                                      20                                      476                  1.8668799962237360E-003                 -3.4955563250951283E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  3.7647513852509762E-004                  9.9997170499180821E-001                  3.3789694684830854E-002                  5.9864094960123682E-003                  2.4165939716516425E-004                  9.9997170499180821E-001                  3.3789694684830854E-002                  5.9864094960123682E-003                  2.4165939716516425E-004                 -2.1579696937815381E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579696937815381E+001                 -2.1579696937815381E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5842849209328045E+000                  3.6779969269200969E+000                  2.1936874580470658E+000                  8.2866568770263738E-001                 -1.2189668291603478E-001                  8.8306065096539754E+000                 -4.7855652221521847E+000                  5.4771663506763479E+000                  6.2093320079331149E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059767E-003                  9.3604492797742141E-003                  4.2000000000000028E+000                  1.6798212141884934E+000                                        0                                        0                                        5 
                                      25                                      481                  4.7198108322034464E-003                 -3.0996500948570045E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  2.5026424682008145E-004                  9.9997170499180821E-001                  2.9093758622855667E-002                  5.9864094960123682E-003                  2.4155092477647536E-004                  9.9997170499180821E-001                  2.9093758622855667E-002                  5.9864094960123682E-003                  2.4155092477647536E-004                 -2.1579641354006782E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579641354006782E+001                 -2.1579641354006782E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5811960715141433E+000                  3.6654288074480132E+000                  2.1935810971483463E+000                  8.2887840950007652E-001                 -1.8965612601678689E-002                  8.8306166277584612E+000                 -4.7855584268166593E+000                  5.4771695824051063E+000                  6.2093319558864468E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059758E-003                  9.3604492797742141E-003                  4.2000000000000037E+000                  1.6798212141884934E+000                                        0                                        0                                        3 
                                      30                                      475                  1.1818815689988476E-002                 -2.7037438646188803E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  2.3260776209872816E-004                  9.9997170499180821E-001                  2.4595380885607594E-002                  5.9864094960123682E-003                  1.3097098048026198E-004                  9.9997170499180821E-001                  2.4595380885607594E-002                  5.9864094960123682E-003                  1.3097098048026198E-004                 -2.1579513242370396E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579513242370396E+001                 -2.1579513242370396E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5801088440326114E+000                  3.6611545030388437E+000                  2.1936183999068248E+000                  8.2880380398311848E-001                  1.3634404219492817E-002                  8.8306381175315032E+000                 -4.7855449978160021E+000                  5.4771773361027289E+000                  6.2093318305081635E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059754E-003                  9.3604492797742141E-003                  4.2000000000000028E+000                  1.6798212141884934E+000                                        0                                        0                                        2 
                                      35                                      480                  2.9483411457712123E-002                 -2.3078376343807565E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  1.7884154916815662E-004                  9.9997170499180821E-001                  2.0315522289059518E-002                  5.9864094960121461E-003                  1.4208845147639014E-004                  9.9997170499180821E-001                  2.0315522289059518E-002                  5.9864094960121461E-003                  1.4208845147639014E-004                 -2.1579210181297157E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1579210181297157E+001                 -2.1579210181297157E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5804930061030578E+000                  3.6630999332381076E+000                  2.1938227908655641E+000                  8.2839502206564042E-001                  1.3419320190773177E-002                  8.8306877355073503E+000                 -4.7855142712330645E+000                  5.4771954867522350E+000                  6.2093315371384383E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059754E-003                  9.3604492797742141E-003                  4.2000000000000037E+000                  1.6798212141884938E+000                                        0                                        0                                        4 
                                      40                                      476                  7.3438578398454205E-002                 -1.9119314041426323E+000                  6.0000000000000000E+000                  3.4076829700943826E+001                 -9.8999999999999986E+001                  1.0305059377381171E-004                  9.9997170499180821E-001                  2.1480637014471702E-004                  1.0000297127228668E-005                  7.8127321508089585E-008                  9.9997170499180821E-001                  2.1480637014471702E-004                  1.0000297127228668E-005                  7.8127321508089585E-008                 -2.1578498489930180E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1578498489930180E+001                 -2.1578498489930180E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5812425270288180E+000                  3.6667098551468791E+000                  2.1941287099684290E+000                  8.2778318385991023E-001                  6.4756034280845851E-003                  8.8308069898932384E+000                 -4.7854404643894828E+000                  5.4772391488885424E+000                  6.2093308329313168E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059741E-003                  9.3604492797742141E-003                  4.2000000000000028E+000                  1.6798212141884934E+000                                        0                                        0                                        5 
